drug	repurpose	origin	min_check
ANASTROZOLE	STAD	Oncology	0
LETROZOLE	STAD	Oncology	0
TEMOZOLOMIDE	STAD	Oncology	0
ADO-TRASTUZUMAB EMTANSINE	STAD	Oncology	0
IXABEPILONE	STAD	Oncology	0
CAPSAICIN	STAD	Immunology/Infectious disease | Neurology | Pain management	0
FULVESTRANT	STAD	Oncology	0
CABOZANTINIB	STAD	Oncology	0
BICALUTAMIDE	STAD	Oncology	0
AFATINIB DIMALEATE	STAD	Oncology	0
AZD-9291 MESYLATE	STAD	Oncology	0
LAPATINIB	STAD	Oncology	0
AMIFOSTINE	STAD	Oncology | Nephrology/Urology | Otolaryngology	0
PRAMLINTIDE	STAD	Endocrinology	0
DOXYLAMINE	STAD	Neurology | Immunology/Infectious disease | Obstetrics/Gynecology	0
CARBINOXAMINE	STAD	Immunology/Infectious disease	0
LIOTHYRONINE	STAD	Endocrinology	0
EPIRUBICIN	STAD	Oncology	0
UREA	STAD	Dermatology/Plastic surgery	0
METHYLPREDNISOLONE	STAD	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
IFOSFAMIDE	STAD	Oncology	0
MILTEFOSINE	STAD	Immunology/Infectious disease	0
NERATINIB	STAD	Oncology	0
FLOXURIDINE	STAD	Oncology	0
PERTUZUMAB	STAD	Oncology	0
GANCICLOVIR	STAD	Immunology/Infectious disease	0
ITRACONAZOLE	STAD	Immunology/Infectious disease	0
PEGAPTANIB	STAD	Ophthalmology	1
6-AMINOHEXANOIC ACID	STAD	Hematology	0
NECITUMUMAB	STAD	Oncology	0
LAPATINIB DITOSYLATE	STAD	Oncology	0
VISMODEGIB	STAD	Oncology	0
FLAVOXATE	STAD	Nephrology/Urology	0
THIOTEPA	STAD	Immunology/Infectious disease | Oncology	0
MIGLUSTAT	STAD	Storage disease	0
ELIGLUSTAT TARTRATE	STAD	Storage disease	0
5-AMINOLEVULINIC ACID	STAD	Dermatology/Plastic surgery	0
ENZALUTAMIDE	STAD	Oncology	0
ABIRATERONE	STAD	Oncology	0
TRABECTEDIN	STAD	Oncology	0
BENZTROPINE MESYLATE	STAD	Neurology	0
TRIHEXYPHENIDYL	STAD	Neurology	0
CYCLOPENTOLATE	STAD	Ophthalmology	0
TROSPIUM	STAD	Nephrology/Urology	0
TRIHEXYPHENIDYL HYDROCHLORIDE	STAD	Neurology	0
INSULIN GLARGINE	STAD	Endocrinology	1
MECASERMIN	STAD	Endocrinology	1
ZINC CHLORIDE	STAD	Nutraceutical	0
TRIFLURIDINE	STAD	Immunology/Infectious disease | Ophthalmology	0
PEGADEMASE BOVINE	STAD	Immunology/Infectious disease	0
EDARAVONE	STAD	Musculoskeletal	0
DIMETHYL FUMARATE	STAD	Neurology	0
ETEPLIRSEN	STAD	Musculoskeletal	0
LOVASTATIN ACID	STAD	Cardiology/Vascular disease	0
IRINOTECAN	UCEC	Oncology	0
ETHANOL	UCEC	Neurology	0
MIDOSTAURIN	UCEC	Oncology	0
CARBOPLATIN	UCEC	Oncology	0
RETINOIC ACID	UCEC	Dermatology/Plastic surgery | Oncology	0
VINCRISTINE	UCEC	Oncology	0
CYTARABINE	UCEC	Oncology	0
STREPTOZOCIN	UCEC	Oncology	0
IDELALISIB	UCEC	Oncology	0
COPANLISIB	UCEC	Oncology	0
RAPAMYCIN	UCEC	Immunology/Infectious disease | Nephrology/Urology	0
EVEROLIMUS	UCEC	Immunology/Infectious disease | Nephrology/Urology | Oncology	0
TEMSIROLIMUS	UCEC	Oncology	0
METFORMIN	UCEC	Endocrinology	0
PAZOPANIB	UCEC	Oncology	0
5-FLUOROURACIL	UCEC	Oncology | Dermatology/Plastic surgery	0
6-MERCAPTOPURINE	UCEC	Oncology	0
OXALIPLATIN	UCEC	Oncology	0
VINORELBINE	UCEC	Oncology	0
PACLITAXEL	UCEC	Oncology	0
CYCLOPHOSPHAMIDE	UCEC	Oncology | Nephrology/Urology	0
DOCETAXEL	UCEC	Oncology	0
BEVACIZUMAB	UCEC	Oncology	0
GEMCITABINE	UCEC	Oncology	0
PEMETREXED	UCEC	Oncology	0
L-ASCORBIC ACID	UCEC	Nutraceutical	0
LITHIUM	UCEC	Psychiatry/Psychology	0
CELECOXIB	UCEC	Pain management	0
DASATINIB	UCEC	Oncology	0
REGORAFENIB	UCEC	Oncology	0
VANDETANIB	UCEC	Oncology	0
DOXORUBICIN	UCEC	Oncology	0
BROMOCRIPTINE	UCEC	Endocrinology | Neurology	0
RISPERIDONE	UCEC	Psychiatry/Psychology	0
INDOMETHACIN	UCEC	Pain management | Musculoskeletal	0
PALIFERMIN	UCEC	Dental/Maxillofacial surgery	0
CYCLOSPORIN A	UCEC	Immunology/Infectious disease | Ophthalmology	0
CETUXIMAB	UCEC	Oncology	0
TRASTUZUMAB	UCEC	Oncology	0
RITUXIMAB	UCEC	Oncology	0
HALOPERIDOL	UCEC	Psychiatry/Psychology	0
PROGESTERONE	UCEC	Endocrinology | Obstetrics/Gynecology	0
NINTEDANIB	UCEC	Pulmonary/Respiratory disease	0
PONATINIB	UCEC	Oncology	0
ACALABRUTINIB	UCEC	Oncology	0
IBRUTINIB	UCEC	Oncology	0
VORINOSTAT	UCEC	Oncology	0
BELINOSTAT	UCEC	Oncology	0
PANOBINOSTAT	UCEC	Oncology	0
ROMIDEPSIN	UCEC	Oncology	0
VALPROIC ACID	UCEC	Neurology | Psychiatry/Psychology	0
IXAZOMIB CITRATE	UCEC	Oncology	1
BORTEZOMIB	UCEC	Oncology	0
FILGRASTIM	UCEC	Hematology | Oncology	0
ROSIGLITAZONE	UCEC	Endocrinology	0
ERLOTINIB HYDROCHLORIDE	UCEC	Oncology	0
ISOPROTERENOL	UCEC	Pulmonary/Respiratory disease	0
ACETAMINOPHEN	UCEC	Pain management	0
THALIDOMIDE	UCEC	Dermatology/Plastic surgery | Oncology	0
PROPYLTHIOURACIL	UCEC	Endocrinology	0
ARSENIC TRIOXIDE	UCEC	Oncology	0
DEXAMETHASONE	UCEC	Ophthalmology	0
MITOMYCIN C	UCEC	Oncology	0
CAPECITABINE	UCEC	Oncology	0
CHLORAMBUCIL	UCEC	Oncology	0
RIBOCICLIB	UCEC	Oncology	0
TRAMETINIB	UCEC	Oncology	0
COBIMETINIB	UCEC	Oncology	0
ATEZOLIZUMAB	UCEC	Oncology	0
PANITUMUMAB	UCEC	Oncology	0
SORAFENIB	UCEC	Oncology	0
VEMURAFENIB	UCEC	Oncology	0
LENVATINIB	UCEC	Oncology	0
PALBOCICLIB	UCEC	Oncology	0
AZD-9291	UCEC	Oncology	0
GEFITINIB	UCEC	Oncology	0
DABRAFENIB	UCEC	Oncology	0
AFATINIB	UCEC	Oncology	0
ABEMACICLIB	UCEC	Oncology	0
RALOXIFENE	UCEC	Musculoskeletal | Oncology	0
TARENFLURBIL	UCEC	Pain management | Musculoskeletal	0
ABT-199	UCEC	Oncology	0
HYDROCORTISONE	UCEC	Dermatology/Plastic surgery	0
SIMVASTATIN	UCEC	Hematology	0
METHIMAZOLE	UCEC	Endocrinology	0
PREDNISOLONE	UCEC	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
TAMOXIFEN	UCEC	Oncology	0
EXEMESTANE	UCEC	Oncology	0
IMATINIB	UCEC	Oncology	0
CRIZOTINIB	UCEC	Oncology	0
DEHYDROEPIANDROSTERONE	UCEC	Obstetrics/Gynecology	0
NILOTINIB	UCEC	Oncology	0
ERLOTINIB	UCEC	Oncology	0
NIFEDIPINE	UCEC	Cardiology/Vascular disease	0
URSODEOXYCHOLIC ACID	UCEC	Gastroenterology	0
LENALIDOMIDE	UCEC	Oncology	0
SULINDAC	UCEC	Pain management | Musculoskeletal	0
DECITABINE	UCEC	Hematology	0
OLAPARIB	UCEC	Oncology	0
RUCAPARIB	UCEC	Oncology	0
NIRAPARIB	UCEC	Oncology	0
ENALAPRIL	UCEC	Cardiology/Vascular disease	0
QUINAPRIL	UCEC	Cardiology/Vascular disease	0
FLUDARABINE PHOSPHATE	UCEC	Oncology	0
CLOFARABINE	UCEC	Oncology	1
FLUDARABINE	UCEC	Oncology	0
GEMCITABINE HYDROCHLORIDE	UCEC	Oncology	0
NETARSUDIL	UCEC	Ophthalmology	0
ETOPOSIDE	UCEC	Oncology	0
ERISMODEGIB	UCEC	Oncology	0
DINUTUXIMAB	UCEC	Oncology	0
VITAMIN E	UCEC	Nutraceutical	0
TRIFLUOPERAZINE	UCEC	Psychiatry/Psychology	0
DAUNORUBICIN	UCEC	Oncology	0
IDARUBICIN	UCEC	Oncology	0
TOPOTECAN	UCEC	Oncology	0
NIVOLUMAB	UCEC	Oncology	0
ANASTROZOLE	UCEC	Oncology	0
LETROZOLE	UCEC	Oncology	0
IPILIMUMAB	UCEC	Oncology	0
TEMOZOLOMIDE	UCEC	Oncology	0
ADO-TRASTUZUMAB EMTANSINE	UCEC	Oncology	0
IXABEPILONE	UCEC	Oncology	0
INSULIN HUMAN	UCEC	Endocrinology	0
CAPSAICIN	UCEC	Immunology/Infectious disease | Neurology | Pain management	0
FLUTAMIDE	UCEC	Oncology	0
FULVESTRANT	UCEC	Oncology	0
CABOZANTINIB	UCEC	Oncology	0
AFATINIB DIMALEATE	UCEC	Oncology	0
AZD-9291 MESYLATE	UCEC	Oncology	0
LAPATINIB	UCEC	Oncology	0
PRAMLINTIDE	UCEC	Endocrinology	0
SUNITINIB	UCEC	Oncology	0
EPIRUBICIN	UCEC	Oncology	0
UREA	UCEC	Dermatology/Plastic surgery	0
METHYLPREDNISOLONE	UCEC	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
IFOSFAMIDE	UCEC	Oncology	0
MILTEFOSINE	UCEC	Immunology/Infectious disease	0
NERATINIB	UCEC	Oncology	0
FLOXURIDINE	UCEC	Oncology	0
PERTUZUMAB	UCEC	Oncology	0
GANCICLOVIR	UCEC	Immunology/Infectious disease	0
NINTEDANIB ESYLATE	UCEC	Pulmonary/Respiratory disease	0
RAMUCIRUMAB	UCEC	Oncology	0
ITRACONAZOLE	UCEC	Immunology/Infectious disease	0
PENTOSAN POLYSULFATE	UCEC	Nephrology/Urology	0
NELFINAVIR	UCEC	Immunology/Infectious disease	0
NECITUMUMAB	UCEC	Oncology	0
LAPATINIB DITOSYLATE	UCEC	Oncology	0
THIOTEPA	UCEC	Immunology/Infectious disease | Oncology	0
5-AMINOLEVULINIC ACID	UCEC	Dermatology/Plastic surgery	1
PONATINIB HYDROCHLORIDE	UCEC	Oncology	1
ASPARAGINASE	UCEC	Oncology	0
ENZALUTAMIDE	UCEC	Oncology	0
ABIRATERONE	UCEC	Oncology	0
TRABECTEDIN	UCEC	Oncology	0
TRIHEXYPHENIDYL	UCEC	Neurology	0
CYCLOPENTOLATE	UCEC	Ophthalmology	0
TROSPIUM	UCEC	Nephrology/Urology	0
TRIHEXYPHENIDYL HYDROCHLORIDE	UCEC	Neurology	0
MECASERMIN	UCEC	Endocrinology	1
ZINC CHLORIDE	UCEC	Nutraceutical	0
TRIFLURIDINE	UCEC	Immunology/Infectious disease | Ophthalmology	0
PEGADEMASE BOVINE	UCEC	Immunology/Infectious disease	0
EDARAVONE	UCEC	Musculoskeletal	1
DIMETHYL FUMARATE	UCEC	Neurology	1
LOVASTATIN ACID	UCEC	Cardiology/Vascular disease	0
IRINOTECAN	UCS	Oncology	0
MIDOSTAURIN	UCS	Oncology	0
CARBOPLATIN	UCS	Oncology	0
RETINOIC ACID	UCS	Dermatology/Plastic surgery | Oncology	0
VINCRISTINE	UCS	Oncology	0
CYTARABINE	UCS	Oncology	0
STREPTOZOCIN	UCS	Oncology	0
IDELALISIB	UCS	Oncology	0
COPANLISIB	UCS	Oncology	0
RAPAMYCIN	UCS	Immunology/Infectious disease | Nephrology/Urology	0
EVEROLIMUS	UCS	Immunology/Infectious disease | Nephrology/Urology | Oncology	0
TEMSIROLIMUS	UCS	Oncology	0
METFORMIN	UCS	Endocrinology	0
PAZOPANIB	UCS	Oncology	0
5-FLUOROURACIL	UCS	Oncology | Dermatology/Plastic surgery	0
6-MERCAPTOPURINE	UCS	Oncology	0
OXALIPLATIN	UCS	Oncology	0
PACLITAXEL	UCS	Oncology	0
CYCLOPHOSPHAMIDE	UCS	Oncology | Nephrology/Urology	0
DOCETAXEL	UCS	Oncology	0
BEVACIZUMAB	UCS	Oncology	0
GEMCITABINE	UCS	Oncology	0
PEMETREXED	UCS	Oncology	0
DASATINIB	UCS	Oncology	0
REGORAFENIB	UCS	Oncology	0
VANDETANIB	UCS	Oncology	0
DOXORUBICIN	UCS	Oncology	0
CETUXIMAB	UCS	Oncology	0
TRASTUZUMAB	UCS	Oncology	0
RITUXIMAB	UCS	Oncology	0
HALOPERIDOL	UCS	Psychiatry/Psychology	0
PROGESTERONE	UCS	Endocrinology | Obstetrics/Gynecology	0
PONATINIB	UCS	Oncology	0
IBRUTINIB	UCS	Oncology	0
VORINOSTAT	UCS	Oncology	0
BELINOSTAT	UCS	Oncology	0
PANOBINOSTAT	UCS	Oncology	0
ROMIDEPSIN	UCS	Oncology	0
SODIUM 4-PHENYLBUTYRATE	UCS	Hematology	0
BORTEZOMIB	UCS	Oncology	0
ERLOTINIB HYDROCHLORIDE	UCS	Oncology	0
ISOPROTERENOL	UCS	Pulmonary/Respiratory disease	0
PROPYLTHIOURACIL	UCS	Endocrinology	0
DEXAMETHASONE	UCS	Ophthalmology	0
MITOMYCIN C	UCS	Oncology	0
CAPECITABINE	UCS	Oncology	0
RIBOCICLIB	UCS	Oncology	0
TRAMETINIB	UCS	Oncology	0
COBIMETINIB	UCS	Oncology	0
ATEZOLIZUMAB	UCS	Oncology	0
PANITUMUMAB	UCS	Oncology	0
SORAFENIB	UCS	Oncology	0
VEMURAFENIB	UCS	Oncology	0
PALBOCICLIB	UCS	Oncology	0
AZD-9291	UCS	Oncology	0
GEFITINIB	UCS	Oncology	0
DABRAFENIB	UCS	Oncology	0
AFATINIB	UCS	Oncology	0
ABEMACICLIB	UCS	Oncology	0
RALOXIFENE	UCS	Musculoskeletal | Oncology	0
TARENFLURBIL	UCS	Pain management | Musculoskeletal	0
ABT-199	UCS	Oncology	0
METHIMAZOLE	UCS	Endocrinology	0
PREDNISOLONE	UCS	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
TAMOXIFEN	UCS	Oncology	0
IMATINIB	UCS	Oncology	0
CRIZOTINIB	UCS	Oncology	0
DEHYDROEPIANDROSTERONE	UCS	Obstetrics/Gynecology	0
NILOTINIB	UCS	Oncology	0
ERLOTINIB	UCS	Oncology	0
URSODEOXYCHOLIC ACID	UCS	Gastroenterology	0
LENALIDOMIDE	UCS	Oncology	0
SULINDAC	UCS	Pain management | Musculoskeletal	0
DECITABINE	UCS	Hematology	0
OLAPARIB	UCS	Oncology	0
RUCAPARIB	UCS	Oncology	0
NIRAPARIB	UCS	Oncology	0
ENALAPRIL	UCS	Cardiology/Vascular disease	0
QUINAPRIL	UCS	Cardiology/Vascular disease	0
FLUDARABINE PHOSPHATE	UCS	Oncology	0
CLADRIBINE	UCS	Oncology	0
CLOFARABINE	UCS	Oncology	0
GEMCITABINE HYDROCHLORIDE	UCS	Oncology	0
ETOPOSIDE	UCS	Oncology	0
TRIFLUOPERAZINE	UCS	Psychiatry/Psychology	0
DAUNORUBICIN	UCS	Oncology	0
CERITINIB	UCS	Oncology	1
BRIGATINIB	UCS	Oncology	0
TOPOTECAN	UCS	Oncology	0
DURVALUMAB	UCS	Oncology	0
NIVOLUMAB	UCS	Oncology	0
LETROZOLE	UCS	Oncology	0
TEMOZOLOMIDE	UCS	Oncology	0
ADO-TRASTUZUMAB EMTANSINE	UCS	Oncology	0
IXABEPILONE	UCS	Oncology	0
INSULIN HUMAN	UCS	Endocrinology	0
CAPSAICIN	UCS	Immunology/Infectious disease | Neurology | Pain management	0
FULVESTRANT	UCS	Oncology	0
CABOZANTINIB	UCS	Oncology	0
AFATINIB DIMALEATE	UCS	Oncology	0
AZD-9291 MESYLATE	UCS	Oncology	0
LAPATINIB	UCS	Oncology	0
PRAMLINTIDE	UCS	Endocrinology	0
SUNITINIB	UCS	Oncology	0
EPIRUBICIN	UCS	Oncology	0
METHYLPREDNISOLONE	UCS	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
RIFABUTIN	UCS	Immunology/Infectious disease	0
IFOSFAMIDE	UCS	Oncology	0
MILTEFOSINE	UCS	Immunology/Infectious disease	0
NERATINIB	UCS	Oncology	0
FLOXURIDINE	UCS	Oncology	0
PERTUZUMAB	UCS	Oncology	0
PRALATREXATE	UCS	Oncology	0
RAMUCIRUMAB	UCS	Oncology	0
ITRACONAZOLE	UCS	Immunology/Infectious disease	0
PEMETREXED DISODIUM	UCS	Oncology	0
PIRFENIDONE	UCS	Pulmonary/Respiratory disease	0
PEGAPTANIB	UCS	Ophthalmology	1
6-AMINOHEXANOIC ACID	UCS	Hematology	0
DEFIBROTIDE SODIUM	UCS	Gastroenterology	0
NECITUMUMAB	UCS	Oncology	0
LAPATINIB DITOSYLATE	UCS	Oncology	0
VISMODEGIB	UCS	Oncology	0
DABRAFENIB MESYLATE	UCS	Oncology	0
THIOTEPA	UCS	Immunology/Infectious disease | Oncology	0
5-AMINOLEVULINIC ACID	UCS	Dermatology/Plastic surgery	0
ASPARAGINASE	UCS	Oncology	0
ENZALUTAMIDE	UCS	Oncology	0
ABIRATERONE	UCS	Oncology	0
TRABECTEDIN	UCS	Oncology	0
TRIHEXYPHENIDYL	UCS	Neurology	0
CYCLOPENTOLATE	UCS	Ophthalmology	0
TROSPIUM	UCS	Nephrology/Urology	0
TRIHEXYPHENIDYL HYDROCHLORIDE	UCS	Neurology	0
INSULIN GLARGINE	UCS	Endocrinology	1
MECASERMIN	UCS	Endocrinology	1
ATOVAQUONE	UCS	Immunology/Infectious disease	0
ZINC CHLORIDE	UCS	Nutraceutical	0
TRIFLURIDINE	UCS	Immunology/Infectious disease | Ophthalmology	0
EDARAVONE	UCS	Musculoskeletal	0
DIMETHYL FUMARATE	UCS	Neurology	0
LOVASTATIN ACID	UCS	Cardiology/Vascular disease	0
